timestamp_s,outdoor_temperature_C,direct_normal_W_m2,diffuse_horizontal_W_m2,global_horizontal_W_m2,solar_altitude_deg,solar_azimuth_deg,south_window_direct_W_m2,south_window_diffuse_W_m2,window_solar_gain_W,wall_solar_gain_W,roof_solar_gain_W,opaque_solar_gain_W,total_zone_solar_gain_W
122400.0,2.2,373.0,122.0,236.0,-60.01020512764041,115.48139783728048,0.0,61.0,525.517092,72.69756354340643,15.016319999999993,87.71388354340642,613.2309755434064
126000.0,5.6,744.0,94.0,392.0,-49.06213939042297,100.7944870673282,0.0,47.0,396.45428400000003,128.4155123078587,4.371839999999992,132.7873523078587,529.2416363078587
129600.0,8.9,349.0,193.0,350.0,-37.60778593739215,90.11859153061145,0.0,96.5,852.783498,101.8265209003244,42.00767999999999,143.8342009003244,996.6176989003244
133200.0,9.4,469.0,113.0,325.0,-26.136035920472924,81.03222621997382,65.63204849418086,56.5,1089.0795089607966,106.05325510335368,11.594879999999996,117.64813510335367,1206.7276440641504
136800.0,9.4,143.0,226.0,285.0,-14.936121123536921,72.38630511318334,41.80949377513235,113.0,1390.3254265483645,90.28739169874771,54.55296,144.84035169874772,1535.1657782471123
140400.0,10.0,368.0,144.0,260.0,-4.268012332149992,63.47991731708517,163.86054479523472,72.0,2137.5165862630556,112.55007478935946,23.379839999999994,135.92991478935946,2273.446501052415
144000.0,7.8,249.0,62.0,109.0,5.564318549019598,53.771797131318664,146.4662795123965,31.0,1599.1931685130546,50.788251319879805,1.3852309879569589,52.173482307836764,1651.3666508208914
147600.0,6.7,102.0,15.0,21.0,14.16609587897142,42.79568976623259,72.56962827131136,7.5,701.3156471579736,-4.596402397042505,-16.170928323931854,-20.767330720974357,680.5483164369992
151200.0,5.0,0.0,0.0,0.0,21.02771231372675,30.212111549006863,0.0,0.0,-36.828,-33.370920000000005,-31.363200000000006,-64.73412000000002,-101.56212000000002
154800.0,1.1,0.0,0.0,0.0,25.559339363068602,15.99917520318314,0.0,0.0,-36.828,-33.370920000000005,-31.363200000000006,-64.73412000000002,-101.56212000000002
158400.0,0.0,0.0,0.0,0.0,27.236401284942314,0.6871739208209713,0.0,0.0,-36.828,-33.370920000000005,-31.363200000000006,-64.73412000000002,-101.56212000000002
162000.0,-1.7,0.0,0.0,0.0,25.828861609405525,-14.676518489853969,0.0,0.0,-36.828,-33.370920000000005,-31.363200000000006,-64.73412000000002,-101.56212000000002
